Lot_Area,Overall_Qual,Overall_Cond,Mas_Vnr_Area,Exter_Qual,Bsmt_Qual,Bsmt_Exposure,BsmtFin_Type_1,Bsmt_Unf_SF,Total_Bsmt_SF,Heating_QC,First_Flr_SF,Second_Flr_SF,Gr_Liv_Area,Bsmt_Full_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,Functional,Fireplaces,Garage_Cars,Garage_Area,Garage_Cond,Paved_Drive,Screen_Porch,Pool_QC,Total_SF,Total_Baths,House_Age,Is_New,Neighborhood_Median_Sale_Price,MS_SubClass_Duplex_All_Styles_and_Ages,MS_SubClass_One_Story_1945_and_Older,MS_SubClass_One_Story_1946_and_Newer_All_Styles,MS_SubClass_One_Story_PUD_1946_and_Newer,MS_SubClass_Split_Foyer,MS_SubClass_Two_Story_PUD_1946_and_Newer,MS_Zoning_Floating_Village_Residential,MS_Zoning_Residential_Low_Density,MS_Zoning_Residential_Medium_Density,Alley_Gravel,Land_Contour_Bnk,Land_Contour_HLS,Land_Contour_Low,Lot_Config_CulDSac,Lot_Config_FR2,Neighborhood_Briardale,Neighborhood_Brookside,Neighborhood_Clear_Creek,Neighborhood_College_Creek,Neighborhood_Crawford,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Iowa_DOT_and_Rail_Road,Neighborhood_Meadow_Village,Neighborhood_Northridge,Neighborhood_Northridge_Heights,Neighborhood_Northwest_Ames,Neighborhood_Old_Town,Neighborhood_Sawyer,Neighborhood_Sawyer_West,Neighborhood_Somerset,Neighborhood_Stone_Brook,Neighborhood_Timberland,Condition_1_Artery,Condition_1_Feedr,Condition_1_Norm,Condition_1_PosN,Bldg_Type_Duplex,Bldg_Type_OneFam,Bldg_Type_TwnhsE,House_Style_One_and_Half_Fin,Roof_Style_Gable,Roof_Style_Hip,Roof_Matl_CompShg,Exterior_1st_'Wd Sdng',Exterior_1st_AsbShng,Exterior_1st_BrkFace,Exterior_1st_HdBoard,Exterior_1st_Plywood,Exterior_2nd_'Wd Sdng',Exterior_2nd_BrkFace,Exterior_2nd_CmentBd,Exterior_2nd_Plywood,Exterior_2nd_VinylSd,Mas_Vnr_Type_None,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Heating_GasA,Central_Air_N,Central_Air_Y,Garage_Type_Basment,Garage_Type_BuiltIn,Garage_Type_Detchd,Garage_Type_No_Garage,Sale_Type_'WD ',Year_Sold,Mo_Sold,Sale_Price
-0.7268228901068903,5,6,-0.7906771779329439,2,3,1,5,-2.99507176538522,-0.052244263543251665,4,-1.0552994316821451,-0.8609569958526236,-1.8446371937283306,1,1,0,2,1,4,8,0,0,-4.044683748045757,0,3,-0.3086812281678178,0,-1.4131619977661865,2.0,1.062839168651801,0,-0.7226757812813382,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,2008,5,-1.0233373290002776
-1.1275144295345723,5,7,-0.7906771779329439,2,3,1,5,-0.7073711904756163,-0.1820330940224959,5,-0.8695614833921965,0.9522883621471886,-0.4980785881421669,0,1,0,3,1,4,8,0,1,-0.22800847062619675,3,2,-0.3086812281678178,0,-0.8237320900206324,1.0,0.8929240079934313,0,-0.766265987976678,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,2008,5,-0.7183293202305356
-0.768976437153626,6,7,-0.7906771779329439,2,3,1,3,0.2776037843719862,-0.009320036112321801,5,-0.8959712583738558,1.127644266291823,0.16254454562871895,0,2,0,3,1,3,8,0,1,0.4866084244595505,3,3,-0.3086812281678178,0,-0.1452374128769812,2.0,0.9364479234881559,0,-0.7422976541036068,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,2008,5,-0.1395836567719772
-0.6655505028419318,4,6,-0.7906771779329439,2,3,1,1,0.34053440064798574,-0.3978683345078055,2,-2.338203170992708,-0.8609569958526236,-3.1179400009072533,0,1,0,1,1,2,8,0,1,-0.22800847062619675,3,3,-0.3086812281678178,0,-2.738714306052231,1.0,1.0354783370953131,0,-0.7183293202305356,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,2008,5,-2.173863593687539
0.2874437055170144,6,7,-0.7906771779329439,2,3,2,3,-2.99507176538522,-0.018557009018927484,5,-0.8471005752828674,-0.8609569958526236,-1.6379964457271534,1,1,0,2,1,2,8,0,1,-0.13364651303219785,3,1,-0.3086812281678178,0,-1.2407459609601763,2.0,1.1147771058820157,0,-0.7422976541036068,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,2008,5,-0.6024330163508961
-0.7300335895988934,5,6,-0.7906771779329439,2,0,0,0,-2.99507176538522,-5.672228365895669,4,-0.9610527180780823,-0.8609569958526236,-1.75109579906069,0,1,0,1,1,3,6,0,1,-0.491637738430559,3,2,-0.3086812281678178,0,-3.553380639938174,1.0,0.84676070954665,0,-0.7183293202305356,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,2008,6,-1.7536913834624448
-0.6918468394719406,5,7,-0.7906771779329439,2,3,1,1,0.7287299714032707,0.2159580888880949,3,0.08198735553794786,1.0020000691670927,0.3162640949300583,0,2,0,3,1,3,8,1,2,0.053177155075384196,3,2,-0.3086812281678178,0,0.2827276444629395,2.0,1.0070976153687163,0,-0.7422976541036068,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,2008,6,-0.049102325914404325
-0.7188189966167798,6,8,-0.7906771779329439,2,2,2,1,0.42637116703306377,-0.2621406774314796,5,-1.1897050083968082,1.0986285330463104,-0.13080582612601993,0,2,0,3,1,3,8,0,2,0.28400389546721033,2,3,-0.3086812281678178,0,-0.6712413201835926,2.0,1.097855049049686,0,-0.7183293202305356,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,2008,6,-0.6404598615673754
0.7596160922377225,6,7,-0.7906771779329439,2,3,1,1,0.5913991551821154,-0.0011934967908971794,4,-0.1331366915454077,1.1789046232924025,0.8164263038998676,0,1,1,4,1,4,8,1,2,0.07219102824642888,3,1,3.394392572239639,0,0.31907259006504035,1.5,1.071745249350637,0,-0.6987074474082671,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,2008,6,0.5385182540481297
0.054461933338193685,7,6,-0.7906771779329439,2,3,1,3,0.49648078545624913,0.17431397382408859,5,0.09581654181928838,1.1343760634039228,0.7690295619892208,1,2,0,4,1,3,8,0,1,-0.22800847062619675,3,1,-0.3086812281678178,0,0.5119749450819281,3.0,1.0538276881023867,0,-0.6790855745859984,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,2008,6,0.24963311878539232
-0.5735144366389406,3,6,-0.7906771779329439,2,0,0,0,-2.99507176538522,-5.672228365895669,3,-1.3214498279734683,-0.8609569958526236,-2.1087957867274008,0,1,0,2,1,3,8,0,1,-0.10403078976323238,2,3,-0.3086812281678178,0,-3.925465526815,1.0,0.7976171285506544,0,-0.6693911288037674,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,2008,7,-2.034667856491052
-1.5034202237583636,3,6,-0.7906771779329439,3,3,1,1,-0.007985971186904268,-0.9489591491396913,4,-1.2826266452326223,-0.8609569958526236,-2.070263147018902,0,1,0,2,1,3,3,0,0,-4.044683748045757,0,1,-0.3086812281678178,0,-2.868542937883949,1.0,0.9573111797804815,0,-0.6790855745859984,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,2008,7,-2.8497922764617942
-0.4348883679523778,5,7,-0.7906771779329439,3,3,1,2,0.09704174402776007,0.15940573207224967,3,0.12329292343276363,-0.8609569958526236,-0.6748651303201162,0,1,0,2,1,3,8,1,1,-0.10161877880810118,3,3,-0.3086812281678178,0,-0.39228794157831576,1.0,1.026135137429662,0,-0.6987074474082671,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,2008,7,-0.4559606595669196
-0.46302087067739267,5,5,-0.7906771779329439,2,3,1,3,0.6015316488370633,0.17267046077497816,3,0.12602734017550135,1.0900255182391043,0.6259133698760981,0,2,0,3,1,3,8,1,1,-0.22800847062619675,3,2,-0.3086812281678178,0,0.41520954769463564,2.0,0.9573111797804815,0,-0.6790855745859984,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,2008,7,-0.2028822814370688
-0.768976437153626,6,7,-0.7906771779329439,2,3,1,5,0.2752955278101239,0.13653713573826684,5,-0.2511323506104685,1.1212244869183807,0.5057319906518669,0,1,1,3,1,4,8,1,1,-0.22800847062619675,3,3,-0.3086812281678178,0,0.28516340152862285,1.5,0.9040404276006984,0,-0.6693911288037674,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,2008,7,-0.019172894929230754
-0.768976437153626,5,7,-0.7906771779329439,2,3,1,1,0.660837873001774,0.10860507644245784,5,-0.45825125978422837,-0.8609569958526236,-1.252057181679096,0,1,0,2,1,3,8,1,2,0.07219102824642888,3,3,-0.3086812281678178,0,-0.7963937431496332,1.0,1.062839168651801,0,-0.6596966830215364,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,2008,7,-0.8192769511439524
-0.768976437153626,6,7,-0.7906771779329439,2,3,1,1,0.609624838221243,0.027625497233399708,3,-0.4549587400034515,0.7705215246432554,-0.6344027379094641,0,1,0,3,1,3,8,1,1,-0.32714318812403115,3,3,-0.3086812281678178,0,-0.59521353961433,1.0,1.0166758702050196,0,-0.6693911288037674,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,2008,7,-0.7987523052246837
0.05963055316667932,5,5,-0.7906771779329439,2,3,1,3,0.30235620641668387,0.0478961478730453,4,-0.33234253000237385,1.0477031291905103,0.1790884945488105,1,1,0,3,1,3,8,0,1,-0.22800847062619675,3,1,-0.3086812281678178,0,-0.05471872331234082,2.0,0.9040404276006984,0,-0.6790855745859984,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,2008,7,-0.3346017118955655
-0.3499118207382776,7,7,-0.7906771779329439,2,3,1,1,0.47703273499104676,-0.1820330940224959,4,0.2624064819319871,1.0205945753487793,0.49829663326138585,0,1,1,3,1,4,8,0,1,-0.1941946382294599,3,3,-0.3086812281678178,0,-0.1202979371246171,1.5,0.84676070954665,0,-0.6693911288037674,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,2008,8,-1.0571679183979616
0.05014435050018543,5,6,-0.7906771779329439,2,3,1,1,0.529793892826325,-0.09860557643066994,3,-1.0752965589095544,-0.8609569958526236,-1.298172203614584,0,1,0,2,1,3,8,0,1,-0.05505529435963222,3,2,-0.3086812281678178,0,-1.196152557837153,1.0,1.0070976153687163,0,-0.6790855745859984,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,2008,8,-1.808604219511557
-0.6918468394719406,4,7,-0.7906771779329439,2,3,1,4,0.4375788288563117,-0.14286799532150543,5,-1.7686219018865603,1.0447410610634222,-0.6939294895686212,0,1,0,2,1,3,8,0,1,0.005305139814551391,3,3,-0.3086812281678178,0,-0.8966155922384468,1.5,1.0166758702050196,0,-0.6987074474082671,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,2008,8,-0.7381891982871133
-1.174479659784982,4,7,-0.7906771779329439,2,3,1,3,-0.09777623749584075,-0.7356888428570812,3,-2.76899321887443,1.0074293113574608,-1.39593117088443,0,1,0,2,1,3,8,0,1,-0.254492767209252,3,3,-0.3086812281678178,0,-2.1346607266056696,1.0,0.9364479234881559,0,-0.7183293202305356,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,2008,9,-1.5874931573631264
-0.768976437153626,6,7,-0.7906771779329439,3,3,1,1,0.6230472191935338,0.0488493666599579,4,-0.6101185638430117,-0.8609569958526236,-1.4027879486504846,0,1,0,2,1,3,8,0,1,-0.42723439858661666,3,3,-0.3086812281678178,0,-0.9891914252377505,1.0,1.0538276881023867,0,-0.7282592592588244,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,2009,1,-0.8192769511439524
-0.7300335895988934,2,3,-0.7906771779329439,1,3,1,1,-0.01992392729440931,-0.9678358016627219,2,-0.9921539903253344,-0.8609569958526236,-1.7819643171309107,0,1,0,1,1,2,4,1,0,-4.044683748045757,0,1,-0.3086812281678178,0,-2.6650693721291843,1.0,0.9573111797804815,0,-0.7381891982871133,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,2009,1,-2.4988149259044086
-0.7300335895988934,5,6,-0.7906771779329439,2,3,1,2,0.4825500717749451,0.11126337163635822,3,-0.3134138043753098,1.0869303549564044,0.3339740393909735,0,2,0,3,1,3,8,1,1,-0.1997174010586728,3,3,-0.3086812281678178,0,0.13694209250911346,2.0,0.9364479234881559,0,-0.7522275931318956,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,2009,2,-0.2514518925015585
-0.7300335895988934,5,6,-0.7906771779329439,2,3,1,1,0.6669763717393022,0.11831145386903731,4,-0.3102701177594171,-0.8609569958526236,-1.1051834936727025,0,1,0,2,1,3,8,0,1,-0.16194804428855908,3,3,-0.3086812281678178,0,-0.7008387631289925,1.0,1.062839168651801,0,-0.7381891982871133,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,2009,3,-0.9031374424062062
-0.7300335895988934,5,6,-0.7906771779329439,2,3,1,1,0.6483447120087465,0.08885051738260333,3,-0.09184150549582361,1.019949618763297,0.24843349431670103,0,1,1,3,1,3,8,0,2,0.37951275194595097,3,3,-0.3086812281678178,0,0.04908776025502663,1.5,0.9573111797804815,0,-0.7522275931318956,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,2009,4,-0.39453066163430317
1.7304555780730013,5,6,-0.7906771779329439,2,3,4,6,-1.5167096223886896,0.3891165928040341,5,-0.07722429179954098,1.0399411692517802,0.32217863635533867,2,1,1,3,1,4,8,1,2,0.31907425486452673,3,3,-0.3086812281678178,0,0.5726850492360201,3.5,1.0805483672720497,0,-0.7381891982871133,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,2009,5,0.7266214776233908
-1.1433095280474868,5,7,-0.7906771779329439,2,3,1,1,0.04265513150479572,-0.8688839260206044,5,-0.2914740266456706,1.1188986049236298,0.4721318173350336,0,2,0,3,1,3,8,1,1,0.005305139814551391,3,1,-0.3086812281678178,0,-0.7074529549875972,2.0,1.0166758702050196,0,-0.7282592592588244,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,2009,5,-0.4737984368188808
-0.003751984669550824,6,6,-0.7906771779329439,2,3,1,1,0.6625190297273563,0.11126337163635822,2,-0.4483840742177583,-0.8609569958526236,-1.2422638396723966,0,1,0,2,1,2,8,1,1,-0.3825646613636255,1,2,2.2387839347979583,0,-0.7862012060075512,1.0,1.139475310504722,0,-0.7183293202305356,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,2009,5,-0.7783979888669237
-0.768976437153626,5,8,-0.7906771779329439,2,3,1,1,0.6230472191935338,0.0488493666599579,5,-0.68005532369443,1.0147403354427023,-0.1628751869068588,1,1,0,3,1,3,8,1,1,-0.30100436058575497,3,1,-0.3086812281678178,0,-0.27290671817570605,2.0,1.062839168651801,0,-0.7282592592588244,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,2009,5,-0.8608488042150539
-0.768976437153626,6,6,-0.7906771779329439,2,3,1,1,0.5563897525538479,-0.05655140919243599,5,-0.8959712583738558,1.0864114307368664,-0.018901826748663933,0,1,0,4,1,3,8,1,1,-0.12115309910456554,3,3,-0.3086812281678178,0,-0.33130924082156926,1.0,0.925797942620914,0,-0.7381891982871133,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,2009,5,-0.5557138378714434
-0.768976437153626,5,5,1.540349015512267,2,3,1,3,-0.05313038674804767,-0.48652030622003845,4,-0.9073583167693037,0.9015651116381628,-0.6775814567430396,0,1,0,3,1,3,8,0,1,-0.028542965288654926,3,3,-0.3086812281678178,0,-1.3278090301786327,1.0,1.071745249350637,0,-0.7282592592588244,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,2009,6,-1.423920948633011
-0.461618664820584,5,4,1.1540876396726756,2,3,1,2,0.3446124812005971,-0.1369095116724104,3,-0.3609520312946976,0.7930487354053548,-0.5160851259131098,1,1,0,3,1,4,8,1,1,0.03758290105315405,3,3,-0.3086812281678178,0,-0.7726609804520785,2.0,0.7976171285506544,0,-0.7381891982871133,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,2009,7,-1.0121633732214896
-0.768976437153626,4,6,-0.7906771779329439,2,3,1,4,-2.99507176538522,-0.1820330940224959,3,-1.1648343628313087,1.0758433578906794,-0.2186334961342248,0,1,0,3,1,3,8,0,1,-0.22800847062619675,3,3,-0.3086812281678178,0,-0.633812683720293,1.0,0.9573111797804815,0,-0.7522275931318956,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,2009,7,-0.6404598615673754
-0.768976437153626,6,9,-0.7906771779329439,3,3,1,1,0.4972441448322778,-0.15007420950845185,3,-1.0473362218818505,0.9618076833989797,-0.5865335172046267,0,1,0,2,1,3,8,0,2,0.4351188520622594,3,1,-0.3086812281678178,0,-0.837488498643827,1.0,0.9469510033769772,0,-0.7381891982871133,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,2009,7,-0.511685435482327
-0.7300335895988934,4,7,-0.7906771779329439,2,3,1,1,0.6230472191935338,0.0488493666599579,5,-0.3291797811096791,1.0848493463605584,0.3162640949300583,0,1,0,3,1,4,8,0,1,-0.22800847062619675,3,3,2.98117261722441,0,0.037278900672895306,1.0,0.967532289209024,0,-0.7282592592588244,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,2009,7,-0.5464758498384844
0.5757507423476625,6,6,-0.7906771779329439,2,3,1,1,0.5983858790454338,0.009854119522528222,4,0.8564509259341084,1.135262527973298,1.2631536106883379,0,2,0,5,1,4,8,0,2,0.19404233715708694,3,3,-0.3086812281678178,0,0.6584113242299383,2.0,1.139475310504722,0,-0.7183293202305356,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,2009,7,0.6258118006082434
-0.05300793721736867,5,5,-0.7906771779329439,2,3,1,2,0.6546278814068297,0.21125665331986268,3,-0.07722429179954098,-0.8609569958526236,-0.8738817246440233,1,1,0,2,1,3,8,0,5,0.8802956403618536,3,2,-0.3086812281678178,0,-0.40281493304649246,2.0,1.062839168651801,0,-0.6987074474082671,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,2009,8,-0.6693719699215732
-0.5770786914446548,6,6,-0.7906771779329439,2,3,1,1,0.7003126282805054,0.17102373773740343,3,0.8281881309158469,-0.8609569958526236,0.024754816954745625,0,1,0,3,1,4,8,1,1,-0.30100436058575497,3,3,-0.3086812281678178,0,0.03333300366961241,1.0,1.0805483672720497,0,-0.6790855745859984,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,2009,9,-0.2678578733583494
-0.39302384904308657,7,7,-0.7906771779329439,3,3,1,1,0.6625190297273563,0.11126337163635822,4,-0.4483840742177583,1.0910503072199476,0.2665333005339383,0,2,1,3,1,5,8,0,2,0.4866084244595505,3,3,3.105297444238593,0,0.09331352087544083,2.5,1.062839168651801,0,-0.6742287722537859,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,2009,10,0.5147055476519561
